GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AQNGE001,AQNGE002,AQNGE003,AQNGE004,AQNGE005,AQNGE006,AQNGE007,AQNGE008,AQNGE009,AQNGE010,AQPZE001,AQPZE002,AQPZE003,AQPZE004,AQPZE005,AQPZE006,AQPZE007,AQPZE008,NAME_M,AQNGM001,AQNGM002,AQNGM003,AQNGM004,AQNGM005,AQNGM006,AQNGM007,AQNGM008,AQNGM009,AQNGM010,AQPZM001,AQPZM002,AQPZM003,AQPZM004,AQPZM005,AQPZM006,AQPZM007,AQPZM008
"G27005300260142","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026014","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260142",,,"270530260142","Block Group 2, Census Tract 260.14, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 260.14, Hennepin County, Minnesota",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G27005300260143","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026014","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260143",,,"270530260143","Block Group 3, Census Tract 260.14, Hennepin County, Minnesota",1026,981,11,0,20,0,0,14,0,14,1026,0,8,0,27,25,0,966,"Block Group 3, Census Tract 260.14, Hennepin County, Minnesota",410,408,21,9,30,9,9,24,9,24,410,9,13,9,37,48,9,411
"G27005300260144","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026014","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260144",,,"270530260144","Block Group 4, Census Tract 260.14, Hennepin County, Minnesota",889,734,33,0,54,0,6,62,13,49,889,24,12,0,23,8,0,822,"Block Group 4, Census Tract 260.14, Hennepin County, Minnesota",221,220,49,9,45,9,44,43,22,35,221,26,18,9,37,13,9,225
"G27005300260145","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026014","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260145",,,"270530260145","Block Group 5, Census Tract 260.14, Hennepin County, Minnesota",1892,1511,103,0,54,0,183,41,0,41,1892,10,11,9,33,34,38,1757,"Block Group 5, Census Tract 260.14, Hennepin County, Minnesota",436,312,157,9,49,9,250,51,9,51,436,10,13,14,33,54,47,438
"G27005300260151","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026015","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260151",,,"270530260151","Block Group 1, Census Tract 260.15, Hennepin County, Minnesota",432,234,83,0,46,0,0,69,52,17,432,17,0,0,0,0,0,415,"Block Group 1, Census Tract 260.15, Hennepin County, Minnesota",183,125,95,9,75,9,9,86,82,28,183,28,9,9,9,9,9,182
"G27005300260152","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026015","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260152",,,"270530260152","Block Group 2, Census Tract 260.15, Hennepin County, Minnesota",999,973,0,8,18,0,0,0,0,0,999,0,1,0,0,0,0,998,"Block Group 2, Census Tract 260.15, Hennepin County, Minnesota",262,271,9,15,29,9,9,9,9,9,262,9,1,9,9,9,9,262
"G27005300260153","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026015","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260153",,,"270530260153","Block Group 3, Census Tract 260.15, Hennepin County, Minnesota",1277,603,394,0,0,0,280,0,0,0,1277,0,317,0,0,0,0,960,"Block Group 3, Census Tract 260.15, Hennepin County, Minnesota",400,204,335,9,9,9,420,9,9,9,400,9,273,9,9,9,9,394
"G27005300260154","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026015","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260154",,,"270530260154","Block Group 4, Census Tract 260.15, Hennepin County, Minnesota",1010,696,155,0,104,0,55,0,0,0,1010,0,0,0,55,0,0,955,"Block Group 4, Census Tract 260.15, Hennepin County, Minnesota",306,205,191,9,124,9,89,9,9,9,306,9,9,9,89,9,9,296
"G27005300260155","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026015","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260155",,,"270530260155","Block Group 5, Census Tract 260.15, Hennepin County, Minnesota",1221,890,0,0,268,0,0,63,11,52,1221,60,0,0,0,0,0,1161,"Block Group 5, Census Tract 260.15, Hennepin County, Minnesota",317,256,9,9,226,9,9,61,19,54,317,98,9,9,9,9,9,309
"G27005300260191","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026019","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260191",,,"270530260191","Block Group 1, Census Tract 260.19, Hennepin County, Minnesota",1028,358,0,0,595,0,14,61,61,0,1028,59,60,64,0,0,0,845,"Block Group 1, Census Tract 260.19, Hennepin County, Minnesota",475,356,9,9,418,9,25,102,102,9,475,93,71,98,9,9,9,406
"G27005300260192","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026019","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260192",,,"270530260192","Block Group 2, Census Tract 260.19, Hennepin County, Minnesota",519,102,13,0,365,0,23,16,0,16,519,13,38,0,0,0,23,445,"Block Group 2, Census Tract 260.19, Hennepin County, Minnesota",314,87,216,9,279,9,37,25,9,25,314,216,61,9,9,9,37,286
"G27005300260193","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026019","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260193",,,"270530260193","Block Group 3, Census Tract 260.19, Hennepin County, Minnesota",1769,927,190,0,528,0,0,124,0,124,1708,21,0,0,53,145,30,1459,"Block Group 3, Census Tract 260.19, Hennepin County, Minnesota",502,421,136,9,279,9,9,125,9,125,502,33,9,9,82,149,49,510
"G27005300260194","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026019","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260194",,,"270530260194","Block Group 4, Census Tract 260.19, Hennepin County, Minnesota",1431,569,184,0,629,0,0,49,23,26,1431,37,0,0,0,261,14,1119,"Block Group 4, Census Tract 260.19, Hennepin County, Minnesota",516,202,298,9,524,9,9,56,35,44,516,44,9,9,9,392,24,403
"G27005300260201","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026020","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260201",,,"270530260201","Block Group 1, Census Tract 260.20, Hennepin County, Minnesota",1224,734,50,0,52,0,203,185,16,169,1224,77,48,0,32,107,0,960,"Block Group 1, Census Tract 260.20, Hennepin County, Minnesota",345,224,60,9,54,9,238,209,26,208,345,74,56,9,37,133,9,319
"G27005300260202","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026020","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260202",,,"270530260202","Block Group 2, Census Tract 260.20, Hennepin County, Minnesota",2307,1090,1066,0,82,0,0,69,0,69,2307,4,915,5,10,65,0,1308,"Block Group 2, Census Tract 260.20, Hennepin County, Minnesota",506,355,415,9,98,9,9,78,9,78,506,15,303,11,17,69,9,406
"G27005300260203","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026020","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260203",,,"270530260203","Block Group 3, Census Tract 260.20, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 260.20, Hennepin County, Minnesota",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G27005300260204","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026020","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260204",,,"270530260204","Block Group 4, Census Tract 260.20, Hennepin County, Minnesota",1441,1345,0,0,21,0,0,75,0,75,1441,35,36,14,46,0,25,1285,"Block Group 4, Census Tract 260.20, Hennepin County, Minnesota",364,366,9,9,27,9,9,79,9,79,364,56,61,23,71,9,43,375
"G27005300260211","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026021","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260211",,,"270530260211","Block Group 1, Census Tract 260.21, Hennepin County, Minnesota",1055,920,21,0,29,0,64,21,8,13,1055,0,0,2,0,17,48,988,"Block Group 1, Census Tract 260.21, Hennepin County, Minnesota",221,188,24,9,36,9,101,36,12,33,221,9,9,9,9,43,55,217
"G27005300260212","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026021","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260212",,,"270530260212","Block Group 2, Census Tract 260.21, Hennepin County, Minnesota",1391,1143,71,0,79,0,0,98,25,73,1391,60,0,0,0,87,0,1244,"Block Group 2, Census Tract 260.21, Hennepin County, Minnesota",223,234,60,9,63,9,9,82,40,70,223,88,9,9,9,84,9,218
"G27005300260213","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026021","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260213",,,"270530260213","Block Group 3, Census Tract 260.21, Hennepin County, Minnesota",1318,928,14,36,223,0,0,117,87,30,1291,10,24,70,9,0,41,1137,"Block Group 3, Census Tract 260.21, Hennepin County, Minnesota",183,168,20,39,94,9,9,104,98,46,174,17,25,80,16,9,53,180
"G27005300260231","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026023","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260231",,,"270530260231","Block Group 1, Census Tract 260.23, Hennepin County, Minnesota",1252,989,0,0,94,0,117,52,0,52,1252,54,91,11,0,0,0,1096,"Block Group 1, Census Tract 260.23, Hennepin County, Minnesota",345,316,9,9,107,9,181,79,9,79,345,69,128,17,9,9,9,378
"G27005300260232","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026023","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260232",,,"270530260232","Block Group 2, Census Tract 260.23, Hennepin County, Minnesota",1098,713,1,0,245,0,139,0,0,0,1098,0,0,0,11,0,0,1087,"Block Group 2, Census Tract 260.23, Hennepin County, Minnesota",349,195,3,9,246,9,134,9,9,9,349,9,9,9,19,9,9,349
"G27005300260233","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026023","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260233",,,"270530260233","Block Group 3, Census Tract 260.23, Hennepin County, Minnesota",1479,1086,0,0,237,0,119,37,17,20,1479,67,0,0,128,0,0,1284,"Block Group 3, Census Tract 260.23, Hennepin County, Minnesota",523,421,9,9,181,9,131,45,27,33,523,68,9,9,129,9,9,518
"G27005300260241","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026024","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260241",,,"270530260241","Block Group 1, Census Tract 260.24, Hennepin County, Minnesota",2059,1708,52,0,107,0,12,180,14,166,2059,0,0,40,0,59,0,1960,"Block Group 1, Census Tract 260.24, Hennepin County, Minnesota",406,393,59,9,98,9,19,182,26,185,406,9,9,64,9,78,9,416
"G27005300260242","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026024","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260242",,,"270530260242","Block Group 2, Census Tract 260.24, Hennepin County, Minnesota",1432,1008,0,0,236,0,47,141,107,34,1432,4,0,8,0,0,0,1420,"Block Group 2, Census Tract 260.24, Hennepin County, Minnesota",419,287,9,9,273,9,74,174,167,45,419,11,9,15,9,9,9,416
"G27005300260251","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026025","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260251",,,"270530260251","Block Group 1, Census Tract 260.25, Hennepin County, Minnesota",1011,894,0,0,101,0,0,16,0,16,1011,12,0,0,0,0,13,986,"Block Group 1, Census Tract 260.25, Hennepin County, Minnesota",222,218,9,9,74,9,9,23,9,23,222,20,9,9,9,9,21,228
"G27005300260252","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026025","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260252",,,"270530260252","Block Group 2, Census Tract 260.25, Hennepin County, Minnesota",1546,1181,0,0,147,0,211,7,0,7,1546,13,0,0,0,0,0,1533,"Block Group 2, Census Tract 260.25, Hennepin County, Minnesota",411,243,9,9,131,9,337,12,9,12,411,20,9,9,9,9,9,409
"G27005300260261","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026026","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260261",,,"270530260261","Block Group 1, Census Tract 260.26, Hennepin County, Minnesota",702,513,0,0,52,0,0,137,137,0,702,0,0,0,0,0,0,702,"Block Group 1, Census Tract 260.26, Hennepin County, Minnesota",349,283,9,9,67,9,9,223,223,9,349,9,9,9,9,9,9,349
"G27005300260262","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026026","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260262",,,"270530260262","Block Group 2, Census Tract 260.26, Hennepin County, Minnesota",858,589,0,0,269,0,0,0,0,0,858,11,23,0,0,0,0,824,"Block Group 2, Census Tract 260.26, Hennepin County, Minnesota",335,321,9,9,136,9,9,9,9,9,335,20,41,9,9,9,9,338
"G27005300260263","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026026","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260263",,,"270530260263","Block Group 3, Census Tract 260.26, Hennepin County, Minnesota",2180,1558,0,0,589,0,0,33,0,33,2180,0,0,0,0,0,47,2133,"Block Group 3, Census Tract 260.26, Hennepin County, Minnesota",671,562,9,9,392,9,9,30,9,30,671,9,9,9,9,9,75,666
"G27005300260264","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026026","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260264",,,"270530260264","Block Group 4, Census Tract 260.26, Hennepin County, Minnesota",1778,1394,0,0,323,0,0,61,39,22,1778,0,0,0,0,13,0,1765,"Block Group 4, Census Tract 260.26, Hennepin County, Minnesota",918,894,9,9,169,9,9,72,59,38,918,9,9,9,9,21,9,919
"G27005300260271","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026027","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260271",,,"270530260271","Block Group 1, Census Tract 260.27, Hennepin County, Minnesota",1966,1446,0,0,361,0,59,100,12,88,1957,35,20,5,0,45,0,1852,"Block Group 1, Census Tract 260.27, Hennepin County, Minnesota",348,266,9,9,275,9,77,84,20,84,348,39,23,10,9,51,9,322
"G27005300260272","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026027","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260272",,,"270530260272","Block Group 2, Census Tract 260.27, Hennepin County, Minnesota",2034,1860,0,0,153,0,0,21,21,0,2034,58,0,11,0,10,11,1944,"Block Group 2, Census Tract 260.27, Hennepin County, Minnesota",441,439,9,9,122,9,9,27,27,9,441,74,9,18,9,16,18,448
"G27005300260281","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026028","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260281",,,"270530260281","Block Group 1, Census Tract 260.28, Hennepin County, Minnesota",1386,566,0,0,705,0,0,115,0,115,1386,0,0,0,0,30,0,1356,"Block Group 1, Census Tract 260.28, Hennepin County, Minnesota",423,274,9,9,361,9,9,135,9,135,423,9,9,9,9,33,9,426
"G27005300260282","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026028","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260282",,,"270530260282","Block Group 2, Census Tract 260.28, Hennepin County, Minnesota",1922,1619,32,0,50,0,93,128,23,105,1903,69,3,0,0,0,38,1793,"Block Group 2, Census Tract 260.28, Hennepin County, Minnesota",637,553,48,9,58,9,122,127,37,117,632,106,3,9,9,9,63,622
"G27005300261011","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026101","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530261011",,,"270530261011","Block Group 1, Census Tract 261.01, Hennepin County, Minnesota",1411,1357,0,5,11,0,0,38,11,27,1382,56,59,0,0,35,16,1216,"Block Group 1, Census Tract 261.01, Hennepin County, Minnesota",339,335,9,10,18,9,9,46,19,44,343,51,60,9,9,38,19,331
"G27005300261012","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026101","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530261012",,,"270530261012","Block Group 2, Census Tract 261.01, Hennepin County, Minnesota",1255,1241,14,0,0,0,0,0,0,0,1165,0,0,7,0,8,0,1150,"Block Group 2, Census Tract 261.01, Hennepin County, Minnesota",271,274,29,9,9,9,9,9,9,9,269,9,9,11,9,13,9,270
"G27005300261013","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026101","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530261013",,,"270530261013","Block Group 3, Census Tract 261.01, Hennepin County, Minnesota",701,689,0,0,0,0,0,12,0,12,701,0,0,9,0,0,0,692,"Block Group 3, Census Tract 261.01, Hennepin County, Minnesota",186,182,9,9,9,9,9,20,9,20,186,9,9,14,9,9,9,182
"G27005300261031","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026103","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530261031",,,"270530261031","Block Group 1, Census Tract 261.03, Hennepin County, Minnesota",1610,1327,0,0,138,0,0,145,102,43,1610,59,28,0,0,10,0,1513,"Block Group 1, Census Tract 261.03, Hennepin County, Minnesota",336,262,9,9,116,9,9,123,103,66,336,92,26,9,9,15,9,293
"G27005300261032","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026103","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530261032",,,"270530261032","Block Group 2, Census Tract 261.03, Hennepin County, Minnesota",1817,1327,99,1,29,0,45,316,0,316,1804,0,45,0,31,0,0,1728,"Block Group 2, Census Tract 261.03, Hennepin County, Minnesota",679,284,130,3,37,9,60,381,9,381,679,9,60,9,34,9,9,677
"G27005300261041","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026104","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530261041",,,"270530261041","Block Group 1, Census Tract 261.04, Hennepin County, Minnesota",1060,882,75,0,0,0,32,71,0,71,1060,29,86,17,0,35,0,893,"Block Group 1, Census Tract 261.04, Hennepin County, Minnesota",232,208,100,9,9,9,39,115,9,115,232,38,69,28,9,53,9,223
"G27005300261042","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026104","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530261042",,,"270530261042","Block Group 2, Census Tract 261.04, Hennepin County, Minnesota",2011,1150,620,0,16,0,21,204,73,131,2011,0,97,29,0,39,35,1811,"Block Group 2, Census Tract 261.04, Hennepin County, Minnesota",507,316,335,9,26,9,33,206,107,119,507,9,151,34,9,42,41,490
"G27005300261043","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026104","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530261043",,,"270530261043","Block Group 3, Census Tract 261.04, Hennepin County, Minnesota",1450,1235,126,18,51,0,0,20,20,0,1450,18,74,157,42,16,0,1143,"Block Group 3, Census Tract 261.04, Hennepin County, Minnesota",327,279,200,31,63,9,9,30,30,9,327,31,53,208,41,28,9,281
"G27005300262011","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026201","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262011",,,"270530262011","Block Group 1, Census Tract 262.01, Hennepin County, Minnesota",1547,1450,0,0,53,0,0,44,31,13,1547,49,0,25,0,60,13,1400,"Block Group 1, Census Tract 262.01, Hennepin County, Minnesota",634,635,9,9,48,9,9,49,45,19,634,60,9,32,9,71,19,636
"G27005300262012","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026201","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262012",,,"270530262012","Block Group 2, Census Tract 262.01, Hennepin County, Minnesota",2380,1912,9,0,261,0,31,167,45,122,2376,32,6,0,0,17,0,2321,"Block Group 2, Census Tract 262.01, Hennepin County, Minnesota",558,469,15,9,329,9,34,152,52,148,557,37,10,9,9,30,9,567
"G27005300262021","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026202","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262021",,,"270530262021","Block Group 1, Census Tract 262.02, Hennepin County, Minnesota",1306,1146,98,0,39,0,0,23,0,23,1280,7,29,0,0,10,0,1234,"Block Group 1, Census Tract 262.02, Hennepin County, Minnesota",283,258,149,9,47,9,9,25,9,25,277,11,33,9,9,15,9,280
"G27005300262022","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026202","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262022",,,"270530262022","Block Group 2, Census Tract 262.02, Hennepin County, Minnesota",1563,1298,12,0,75,0,9,169,155,14,1549,0,41,151,20,0,0,1337,"Block Group 2, Census Tract 262.02, Hennepin County, Minnesota",337,248,19,9,107,9,16,223,223,21,336,9,45,222,31,9,9,277
"G27005300262051","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026205","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262051",,,"270530262051","Block Group 1, Census Tract 262.05, Hennepin County, Minnesota",1076,872,0,0,138,0,7,59,0,59,1076,36,0,0,13,0,0,1027,"Block Group 1, Census Tract 262.05, Hennepin County, Minnesota",238,189,9,9,92,9,12,56,9,56,238,46,9,9,21,9,9,237
"G27005300262052","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026205","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262052",,,"270530262052","Block Group 2, Census Tract 262.05, Hennepin County, Minnesota",897,842,1,1,36,0,0,17,4,13,893,15,14,23,0,12,1,828,"Block Group 2, Census Tract 262.05, Hennepin County, Minnesota",188,190,2,3,43,9,9,21,11,19,188,18,22,35,9,18,3,192
"G27005300262053","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026205","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262053",,,"270530262053","Block Group 3, Census Tract 262.05, Hennepin County, Minnesota",971,771,0,0,172,0,0,28,0,28,971,10,0,9,5,13,12,922,"Block Group 3, Census Tract 262.05, Hennepin County, Minnesota",230,211,9,9,194,9,9,24,9,24,230,15,9,15,8,19,18,225
"G27005300262061","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026206","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262061",,,"270530262061","Block Group 1, Census Tract 262.06, Hennepin County, Minnesota",1020,923,0,0,21,0,0,76,4,72,1019,6,0,0,0,0,0,1013,"Block Group 1, Census Tract 262.06, Hennepin County, Minnesota",234,188,9,9,22,9,9,81,8,80,234,10,9,9,9,9,9,236
"G27005300262062","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026206","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262062",,,"270530262062","Block Group 2, Census Tract 262.06, Hennepin County, Minnesota",1001,953,12,0,2,0,6,28,9,19,1001,59,77,9,9,59,19,769,"Block Group 2, Census Tract 262.06, Hennepin County, Minnesota",184,179,19,9,4,9,13,30,15,25,184,58,56,14,14,44,21,185
"G27005300262063","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026206","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262063",,,"270530262063","Block Group 3, Census Tract 262.06, Hennepin County, Minnesota",901,814,5,0,14,0,0,68,45,23,901,9,43,0,2,0,0,847,"Block Group 3, Census Tract 262.06, Hennepin County, Minnesota",226,212,7,9,15,9,9,54,56,25,226,12,45,9,4,9,9,224
"G27005300262071","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026207","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262071",,,"270530262071","Block Group 1, Census Tract 262.07, Hennepin County, Minnesota",1638,1247,211,0,47,0,11,122,83,39,1618,49,43,7,0,30,7,1482,"Block Group 1, Census Tract 262.07, Hennepin County, Minnesota",291,293,241,9,34,9,19,104,95,44,293,71,51,12,9,33,10,298
"G27005300262072","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026207","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530262072",,,"270530262072","Block Group 2, Census Tract 262.07, Hennepin County, Minnesota",2007,1627,119,10,121,0,15,115,13,102,2007,20,83,64,51,133,0,1656,"Block Group 2, Census Tract 262.07, Hennepin County, Minnesota",240,241,120,14,93,9,24,89,21,87,240,22,57,96,68,116,9,258
